"Toyota Sequoia" "$ 19 500" https://im.mashina.kg/tachka/images//4/0/2/40285ee0b6978322fe0c1e3c478d2521_240x180.jpg "2004 г., 4.7л., автоматвнедорожник 5 дв., бензинруль слева, 289 681 км"
"BMW X7" "$ 107 000" https://im.mashina.kg/tachka/images//f/4/0/f40bb5710c7cb1bdc1962c351a4bff39_240x180.jpg "2019 г., 3л., автоматвнедорожник 5 дв., бензинруль слева, 86 000 км"
"Kia Sportage" "$ 22 000" https://im.mashina.kg/tachka/images//7/7/8/778eb24d66625116db579e43bedde5c3_240x180.jpg "2017 г., 2л., автоматвнедорожник 5 дв., дизельруль слева, 113 000 км"
"BMW X6" "$ 24 000" https://im.mashina.kg/tachka/images//9/4/a/94aafe2fc9433a861bf85a296cfbfd5f_240x180.jpg "2009 г., 3л., автоматвнедорожник 5 дв., дизельруль слева"
"BMW 3 Серия" "$ 19 500" https://im.mashina.kg/tachka/images//5/5/1/551b9d53f45bc7ded8c1354afbff0390_240x180.jpg "2013 г., 2л., автоматседан, бензинруль слева, 131 277 км"
"Toyota Avalon" "$ 42 300" https://im.mashina.kg/tachka/images//e/3/1/e31b941f803d568a6fc3f8726cc0ac8c_240x180.jpg "2020 г., 2.5л., вариаторседан, гибридруль слева, 26 000 км"
"Honda M-NV" "$ 24 000" https://im.mashina.kg/tachka/images//d/d/f/ddff29ed3e4843821e59358fc2575a09_240x180.jpg "2022 г., автоматвнедорожник 5 дв., электроруль слева"
"Weltmeister EX5" "$ 19 500" https://im.mashina.kg/tachka/images//e/3/4/e346f34c4bf80bff189249ed032733fd_240x180.jpg "2019 г., автоматвнедорожник 5 дв., электроруль слева, 21 000 км"
"BMW X6" "$ 59 000" https://im.mashina.kg/tachka/images//e/6/9/e69d0b310cecac994c18bc2f2b82bb41_240x180.jpg "2018 г., 3л., автоматвнедорожник 5 дв., бензинруль слева, 30 000 км"
"BMW 5 Серия" "$ 39 000" https://im.mashina.kg/tachka/images//4/e/6/4e6dbf54aa02c4afa68e437d4c5ccfda_240x180.jpg "2017 г., 2л., автоматседан, бензинруль слева, 193 000 км"
"Toyota Camry" "$ 11 550" https://im.mashina.kg/tachka/images//a/2/7/a27fe4ae7c4ba75638edca56fb44e913_240x180.jpg "2006 г., 2.4л., автоматседан, бензинруль слева, 291 000 км"
"Toyota Avalon" "$ 26 900" https://im.mashina.kg/tachka/images//c/2/7/c2798aca315269596a51ab87b3195918_240x180.jpg "2018 г., 2.5л., вариаторседан, гибридруль слева, 45 000 км"
"Toyota Land Cruiser" "$ 29 500" https://im.mashina.kg/tachka/images//8/a/a/8aaef08b37aa65e04389b41b6885da80_240x180.jpg "2005 г., 4.7л., автоматвнедорожник 5 дв., бензинруль слева, 173 000 км"
"Honda CR-V" "$ 11 600" https://im.mashina.kg/tachka/images//0/b/1/0b1e6b32e5bd5e52c06e68454aee3c90_240x180.jpg "2004 г., 2.4л., автоматвнедорожник 5 дв., бензинруль справа, 173 806 км"
"Lexus LX" "$ 34 000" https://im.mashina.kg/tachka/images//5/4/c/54cc8c9b9ef934157e4d5fa752edbd86_240x180.jpg "2008 г., 5.7л., автоматвнедорожник 5 дв., бензинруль слева, 125 640 км"
"Volkswagen ID.4" "$ 40 900" https://im.mashina.kg/tachka/images//3/e/3/3e370d5eddb8abc6ad219db19e2c7cc6_240x180.jpg "2022 г., автоматвнедорожник 5 дв., электроруль слева"
"Toyota Sequoia" "$ 17 000" https://im.mashina.kg/tachka/images//5/0/4/504bf01f1c67b744938a2f914aa5c69c_240x180.jpg "2004 г., 4.7л., автоматвнедорожник 5 дв., бензинруль слева, 180 000 км"
"Toyota Land Cruiser Prado" "$ 83 000" https://im.mashina.kg/tachka/images//5/d/5/5d5754b693dbcb772aea94f7e72baf27_240x180.jpg "2020 г., 4л., автоматвнедорожник 5 дв., бензинруль слева, 19 000 км"
"Toyota 4Runner" "$ 31 000" https://im.mashina.kg/tachka/images//0/3/8/0384f7e8c73353df9dd2b1d847251a1d_240x180.jpg "2012 г., 4л., автоматвнедорожник 5 дв., бензинруль слева, 200 000 км"
"Hyundai Sonata" "$ 17 999" https://im.mashina.kg/tachka/images//7/5/3/7530ea3e1275a2e9576c5b0c1967e7d2_240x180.jpg "2018 г., автоматседан, газруль слева, 26 975 км"
"Toyota Windom" "$ 8 500" https://im.mashina.kg/tachka/images//c/9/d/c9df3b66b5367705f0be47c766f39b97_240x180.jpg "2002 г., 3л., автоматседан, бензинруль справа, 220 325 км"
"Hyundai Sonata" "$ 10 300" https://im.mashina.kg/tachka/images//3/e/4/3e4ac30ccd4a539ce5072d4b9f5f3847_240x180.jpg "2012 г., 2л., автоматседан, газруль слева, 290 000 км"
"Tesla Model S" "$ 45 000" https://im.mashina.kg/tachka/images//a/3/8/a3895ef993f571eb647052ea3c60c9a7_240x180.jpg "2014 г., автоматлифтбек, электроруль слева, 40 000 км"
"Lexus RX" "$ 59 500" https://im.mashina.kg/tachka/images//b/9/1/b91d6542d6d5bff8dc5ddc9e3ae13237_240x180.jpg "2018 г., 3.5л., вариаторвнедорожник 5 дв., гибридруль слева, 62 000 км"
"Toyota Land Cruiser" "$ 115 000" https://im.mashina.kg/tachka/images//6/f/7/6f73613ec2827a6b3c7eec5d96dff74a_240x180.jpg "2021 г., 3.4л., автоматвнедорожник 5 дв., бензинруль слева, 20 000 км"
"Audi A6" "$ 5 687" https://im.mashina.kg/tachka/images//5/5/f/55fb1540fa553a92c5931b98bae76cf8_240x180.jpg "1995 г., 2.6л., механикаседан, бензинруль слева, 500 000 км"
"Toyota 4Runner" "$ 36 500" https://im.mashina.kg/tachka/images//c/b/1/cb121919d466a428fd8d196a44925803_240x180.jpg "2017 г., 4л., автоматвнедорожник 5 дв., бензинруль слева, 60 000 км"
"Toyota Land Cruiser" "$ 128 000" https://im.mashina.kg/tachka/images//b/d/b/bdb8a5ceb9024cf345a9854f7eb0b7cf_240x180.jpg "2021 г., 3.4л., автоматвнедорожник 5 дв., бензинруль слева, 1 км"
"Toyota Estima" "$ 12 500" https://im.mashina.kg/tachka/images//c/b/0/cb0bef04810b3f0e158db56d431422f5_240x180.jpg "2004 г., 3л., автоматминивэн, бензинруль справа, 150 000 км"
"Mercedes-Benz E-класс" "$ 9 999" https://im.mashina.kg/tachka/images//d/2/1/d2108194698d4fba65de33e1484690d2_240x180.jpg "2004 г., 3.2л., автоматседан, бензинруль слева, 276 787 км"
"Lexus LX" "$ 129 000" https://im.mashina.kg/tachka/images//7/e/5/7e5c3449eb61a99cc8388378b1642c3d_240x180.jpg "2020 г., 5.7л., автоматвнедорожник 5 дв., бензинруль слева, 60 000 км"
"BMW 3 Серия" "$ 10 499" https://im.mashina.kg/tachka/images//2/b/b/2bbb76a4bdb190c89ff4a9d992317359_240x180.jpg "2010 г., 2л., автоматседан, бензинруль слева, 130 000 км"
"Toyota Camry" "$ 34 500" https://im.mashina.kg/tachka/images//e/2/1/e2186150ee285a4248e417f5b75015c4_240x180.jpg "2018 г., 2.5л., автоматседан, бензинруль слева, 49 000 км"
"Toyota Camry" "$ 31 000" https://im.mashina.kg/tachka/images//d/f/e/dfe43d0fe97e40334e9b2b73181977dd_240x180.jpg "2018 г., 2.5л., автоматседан, бензинруль слева, 68 000 км"
"Toyota RAV4" "$ 33 500" https://im.mashina.kg/tachka/images//1/2/6/126c9a598767bffdef42d39626de3ca4_240x180.jpg "2019 г., 2.5л., автоматвнедорожник 5 дв., бензинруль слева, 60 000 км"
"Honda Fit" "$ 7 500" https://im.mashina.kg/tachka/images//2/2/f/22f7732bfa6933a22a5ef9fcc14b9425_240x180.jpg "2004 г., 1.3л., вариаторхэтчбек 5 дв., бензинруль справа, 312 000 км"
"Daewoo Nexia" "$ 2 786" https://im.mashina.kg/tachka/images//6/7/9/67958187f12623f7535b5e0036448a69_240x180.jpg "2008 г., 1.6л., механикаседан, бензинруль слева, 190 000 км"
"Honda Fit" "$ 480 000" None "2002 г., 1.3л., вариаторхэтчбек 5 дв., бензинруль справа"
"Honda Accord" "$ 5 800" https://im.mashina.kg/tachka/images//e/2/e/e2e05f2a8fbdad11fb9aad055cc1abbc_240x180.jpg "2000 г., 1.8л., механикаседан, бензинруль справа, 300 000 км"
"Chevrolet Malibu" "$ 12 700" None "2017 г., 1.5л., автоматседан, бензинруль слева, 168 000 км"
"Subaru Legacy" "$ 7 600" https://im.mashina.kg/tachka/images//3/5/1/3510c3ef7478c412af46b86247a9c0e6_240x180.jpg "2005 г., 2л., автоматседан, бензинруль справа, 159 390 км"
"Toyota Windom" "$ 8 200" https://im.mashina.kg/tachka/images//9/b/7/9b7b162fe9b69561ba351fdd93048556_240x180.jpg "2002 г., 3л., автоматседан, бензинруль справа, 320 000 км"
"Daewoo Tico" "$ 1 045" https://im.mashina.kg/tachka/images//4/4/c/44c4e144bacbd19b8b7c83a5c4cc8e3c_240x180.jpg "1996 г., 0.8л., механикахэтчбек 5 дв., бензинруль слева, 525 255 км"
"Lexus RX" "$ 9 200" https://im.mashina.kg/tachka/images//2/1/b/21bc8001faa038db97da7db13787a875_240x180.jpg "2000 г., 3л., автоматвнедорожник 5 дв., бензинруль слева, 237 000 км"
"Honda Odyssey" "$ 6 500" https://im.mashina.kg/tachka/images//f/f/d/ffdb23aae8b7a6ac760c41038dddf43f_240x180.jpg "2002 г., 2.3л., автоматминивэн, бензинруль справа, 380 000 км"
"Mercedes-Benz M-класс" "$ 22 199" https://im.mashina.kg/tachka/images//8/d/3/8d3e2a2bc5af30e697aacf17e5e062e2_240x180.jpg "2009 г., 5.5л., автоматвнедорожник 5 дв., бензинруль слева, 123 000 км"
"Mercedes-Benz M-класс AMG" "$ 57 500" https://im.mashina.kg/tachka/images//6/3/2/632208b8533d3187505ce7ee90bb9f91_240x180.jpg "2014 г., 5.5л., автоматвнедорожник 5 дв., бензинруль слева, 45 800 км"
"Daewoo Matiz" "$ 2 437" https://im.mashina.kg/tachka/images//1/4/8/14877a05ce960aa99d21e3f458659b0a_240x180.jpg "2008 г., 0.8л., механикахэтчбек 5 дв., бензинруль слева, 195 500 км"
"Audi A6" "$ 3 018" https://im.mashina.kg/tachka/images//2/b/9/2b902018d7cec5b123491d3d27731541_240x180.jpg "1995 г., 2.6л., механикаседан, бензинруль слева, 360 685 км"
"Toyota Avensis" "$ 3 830" https://im.mashina.kg/tachka/images//e/5/c/e5cf6c13001c7d9093075814dc7d1eba_240x180.jpg "1998 г., 1.6л., механикаседан, бензинруль слева, 250 000 км"
"Toyota Avensis" "$ 3 830" https://im.mashina.kg/tachka/images//e/5/c/e5cf6c13001c7d9093075814dc7d1eba_240x180.jpg "1998 г., 1.6л., механикаседан, бензинруль слева, 250 000 км"
"Mercedes-Benz E-класс" "$ 4 643" https://im.mashina.kg/tachka/images//5/2/4/524e4d9c74606bf1e96e491154d19ead_240x180.jpg "1995 г., 2.2л., автоматседан, бензинруль слева, 250 000 км"
"Kia K5 I Рестайлинг Седан" "$ 12 699" https://im.mashina.kg/tachka/images//9/e/c/9ec44647851598b8c9aa3afb11079a9d_240x180.jpg "2014 г., 2л., автоматседан, газруль слева, 186 000 км"
"Honda CR-V" "$ 14 199" https://im.mashina.kg/tachka/images//7/f/6/7f68af9e8e60cc1b3db3248cf429b7bf_240x180.jpg "2009 г., 2.4л., автоматвнедорожник 5 дв., бензинруль слева, 137 000 км"
"Mercedes-Benz E-класс" "$ 13 500" https://im.mashina.kg/tachka/images//8/2/c/82c290f55d18e2c584a80bebed2995f3_240x180.jpg "2001 г., 3.2л., автоматседан, бензинруль слева, 172 000 км"
"Audi 100" "$ 3 018" https://im.mashina.kg/tachka/images//d/7/2/d72bc752d3fa740801997d00d4d1bb2b_240x180.jpg "1994 г., 2.6л., механикаседан, бензинруль слева, 356 849 км"
"Chevrolet Volt" "$ 12 600" https://im.mashina.kg/tachka/images//c/5/e/c5e9f00191bbefa7c635a176f79d049a_240x180.jpg "2013 г., 1.4л., вариаторхэтчбек 5 дв., гибридруль слева, 217 000 км"
"Lexus GX" "$ 19 800" https://im.mashina.kg/tachka/images//c/4/e/c4e2a46ba7e037f60218a48bbb56a245_240x180.jpg "2003 г., 4.7л., автоматвнедорожник 5 дв., бензинруль слева, 250 000 км"
"Lexus RX" "$ 10 800" https://im.mashina.kg/tachka/images//c/8/9/c89effb175b27810e3fef2678d77fbfb_240x180.jpg "2004 г., 3л., автоматвнедорожник 5 дв., бензинруль справа, 130 000 км"
"Audi 80" "$ 2 786" https://im.mashina.kg/tachka/images//9/8/6/9861ea4223ab7b7a855b8e53fe13a2ec_240x180.jpg "1992 г., 2л., механикаседан, бензинруль слева, 123 456 км"
"Volkswagen Golf" "$ 5 800" https://im.mashina.kg/tachka/images//1/5/8/158726d0bef9ea432aed639996cfe47a_240x180.jpg "2002 г., 1.6л., механикауниверсал, бензинруль слева"
"Lexus GX" "$ 37 500" https://im.mashina.kg/tachka/images//5/9/1/59142a9f311f5a1ea1a695050054d85c_240x180.jpg "2010 г., 4.6л., автоматвнедорожник 5 дв., бензинруль слева, 189 891 км"
"Honda Legend" "$ 8 500" https://im.mashina.kg/tachka/images//a/f/4/af4bcc093b8d68b03250618e163a12a4_240x180.jpg "2005 г., 3.5л., автоматседан, бензинруль справа"
"Hyundai Santa Fe" "$ 28 900" https://im.mashina.kg/tachka/images//1/f/6/1f69b74752fcceb51fe6b8a27661e0f8_240x180.jpg "2018 г., 2л., автоматвнедорожник 5 дв., дизельруль слева, 77 000 км"
"Subaru Outback" "$ 11 000" https://im.mashina.kg/tachka/images//9/c/a/9caec107defa6be5a28dd7bca7bcb0d8_240x180.jpg "2009 г., 2.5л., автоматуниверсал, бензинруль справа, 127 000 км"
"BMW X5" "$ 8 900" https://im.mashina.kg/tachka/images//2/6/d/26d87270063647efb8e48cfc2d1daca5_240x180.jpg "2002 г., 3л., автоматвнедорожник 5 дв., бензинруль слева, 160 000 км"
"Subaru Outback" "$ 9 000" https://im.mashina.kg/tachka/images//8/7/a/87a38e78d8187dbbe943e24f14a224bb_240x180.jpg "2004 г., 3л., автоматуниверсал, бензинруль справа, 130 000 км"
"Daewoo Nexia" "$ 1 509" https://im.mashina.kg/tachka/images//4/f/c/4fc368d529378b7843b1e8844dc00d0b_240x180.jpg "1997 г., 1.5л., механикаседан, бензинруль слева, 188 770 км"
"Hyundai Kona" "$ 32 000" https://im.mashina.kg/tachka/images//e/9/4/e94103cb98cc7221df1178dcfcd0c4f4_240x180.jpg "2018 г., автоматвнедорожник 5 дв., электроруль слева, 145 000 км"
"Toyota Prius" "$ 17 000" https://im.mashina.kg/tachka/images//0/f/9/0f9a842d33d9073474ff22bed2bbb1d8_240x180.jpg "2017 г., 1.8л., вариаторхэтчбек 5 дв., гибридруль слева, 36 000 км"
